source_csv,source,model_kind,modality,model_family,name,partition,scope,scope_type,comparable_scope,groups,variant_type,n,acc,macro_f1,macro_recall,macro_precision,weighted_f1,variant_precision,variant_recall,variant_specificity,variant_balanced_acc,variant_f1,variant_f2,variant_tp,variant_tn,variant_fp,variant_fn,binary_acc,binary_balanced_acc,binary_precision,binary_recall,binary_specificity,binary_f1,binary_f2
hybrid_simple.csv,checkpoint,hybrid,hybrid,hybrid_simple_3c,hybrid_simple,test,variant_INDEL,variant_type,variant_INDEL,ALL,INDEL,300607,0.998765830469683,0.9907426432243512,0.983018150233202,0.9988652894870664,0.9987512100800352,0.9992051506239568,0.97238551980198,0.9999652390337842,0.986175379417882,0.9856129209293678,0.9776336459643716,12571,287669,10,357,0.9987791368797134,0.986175379417882,0.9992051506239568,0.97238551980198,0.9999652390337842,0.9856129209293678,0.9776336459643716
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,hybrid_all,view,hybrid_all,"1,10,11",ALL,470726,0.9988974477721648,0.9984473886898354,0.9979023919200126,0.9989957940441516,0.9988964772711868,0.9991999935999488,0.9968474148802018,0.9997105074225896,0.9982789611513958,0.9980223178429874,0.9973170439571604,124899,345332,100,395,0.9989484328462842,0.9982789611513958,0.9991999935999488,0.9968474148802018,0.9997105074225896,0.9980223178429874,0.9973170439571604
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,illumina_view,view,illumina_view,"10,11",ALL,183851,0.9996573312084244,0.9996689328465932,0.9996567327337296,0.9996812387318452,0.9996573192293878,0.999615008261281,0.9999197689345316,0.9991893398186148,0.9995545543765731,0.9997673653722368,0.9998588019342134,124630,59163,48,10,0.9996845271442636,0.9995545543765731,0.999615008261281,0.9999197689345316,0.9991893398186148,0.9997673653722368,0.9998588019342134
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,ont_view,view,ont_view,"1,11",ALL,409353,0.9988420751771698,0.9985117538198832,0.9979221836459412,0.9991056483399688,0.9988409777926452,0.9994941500905634,0.9968346447722816,0.9997835648956224,0.998309104833952,0.9981626259370292,0.9973654129851554,122504,286398,62,389,0.9988982614027502,0.998309104833952,0.9994941500905634,0.9968346447722816,0.9997835648956224,0.9981626259370292,0.9973654129851554
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,hybrid_all_SNP,view_variant_type,hybrid_all_SNP,"1,10,11",SNP,170119,0.9991123860356574,0.9991528618080908,0.9991523221624066,0.999153624188201,0.9991123428973744,0.999172745063156,0.9996529199223964,0.998389694041868,0.9990213069821322,0.999412774816437,0.99955684803249,112327,57660,93,39,0.999224072560972,0.9990213069821322,0.999172745063156,0.9996529199223964,0.998389694041868,0.999412774816437,0.99955684803249
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,hybrid_all_INDEL,view_variant_type,hybrid_all_INDEL,"1,10,11",INDEL,300607,0.9987758102772056,0.990790477126466,0.9830322348702016,0.9989564399179888,0.9987610958436938,0.999443516972732,0.9724628712871286,0.999975667323649,0.9862192693053888,0.9857686125372348,0.9777418301159936,12572,287672,7,356,0.9987924432897436,0.9862192693053888,0.999443516972732,0.9724628712871286,0.999975667323649,0.9857686125372348,0.9777418301159936
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,illumina_view_SNP,view_variant_type,illumina_view_SNP,"10,11",SNP,168004,0.9996964357991476,0.9997104603056122,0.9997012116672376,0.9997198404415044,0.99969642794439,0.9996165541594956,0.9999643182102014,0.999230796751458,0.9995975574808296,0.9997904059430522,0.9998947460434108,112098,55859,43,4,0.9997202447560772,0.9995975574808296,0.9996165541594956,0.9999643182102014,0.999230796751458,0.9997904059430522,0.9998947460434108
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,illumina_view_INDEL,view_variant_type,illumina_view_INDEL,"10,11",INDEL,15847,0.9992427588818072,0.9991128621365178,0.999142673663608,0.9990830853819748,0.9992427728008162,0.999601180505703,0.9995214547774764,0.9984889694771832,0.9990052121273296,0.9995613160513444,0.999537398905509,12532,3304,5,6,0.9993058623083232,0.9990052121273296,0.999601180505703,0.9995214547774764,0.9984889694771832,0.9995613160513444,0.999537398905509
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,ont_view_SNP,view_variant_type,ont_view_SNP,"1,11",SNP,114214,0.998993118181659,0.9915073340972006,0.9897715019839216,0.9932634650341118,0.998990810526579,0.999474410939379,0.9996703286912048,0.9702170620898533,0.9849436953905292,0.9995723602147452,0.9996311389962486,112196,1922,59,37,0.999159472569037,0.9849436953905292,0.999474410939379,0.9996703286912048,0.9702170620898533,0.9995723602147452,0.9996311389962486
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,ont_view_INDEL,view_variant_type,ont_view_INDEL,"1,11",INDEL,295139,0.9987836239873416,0.9891184003195498,0.979700051407992,0.9991377844428734,0.9987656563781832,0.9997090485888854,0.9669793621013132,0.9999894544061247,0.9834844082537192,0.9830718611410764,0.973352722327994,10308,284476,3,352,0.9987971769234156,0.9834844082537192,0.9997090485888854,0.9669793621013132,0.9999894544061247,0.9830718611410764,0.973352722327994
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,group_1,group,group_1,1,ALL,286875,0.9984104575163398,0.7594841948241511,0.7313373620772422,0.8612427629813472,0.9980455594702162,0.8380062305295923,0.4113149847094794,0.9998183222055684,0.705566653457524,0.551794871794429,0.457950289410841,269,286169,52,385,0.9984766884531592,0.705566653457524,0.8380062305295923,0.4113149847094794,0.9998183222055684,0.551794871794429,0.457950289410841
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,group_10,group,group_10,10,ALL,61373,0.9992667785508286,0.9941754669947492,0.998002044083473,0.9904265844045048,0.9992704186567806,0.9843814221126178,0.9975010412328192,0.999355626398969,0.998428333815894,0.9908978071985066,0.9948492149204594,2395,58934,38,6,0.9992830723608102,0.998428333815894,0.9843814221126178,0.9975010412328192,0.999355626398969,0.9908978071985066,0.9948492149204594
hybrid_groupwise.csv,checkpoint,hybrid,hybrid,hybrid_groupwise_3c,hybrid_groupwise,test,group_11,group,group_11,11,ALL,122478,0.9998530348307452,0.9900567115310372,0.9860139545978216,0.9942040187712258,0.9998523099888408,0.9999181970632746,0.999967277219218,0.9581589958158956,0.9790631365175568,0.9999427365384964,0.9999574608023836,122235,229,10,4,0.9998856937572462,0.9790631365175568,0.9999181970632746,0.999967277219218,0.9581589958158956,0.9999427365384964,0.9999574608023836
